,WFBN_INFO_1_matrix_1,WFBN_INFO_1_matrix_2,WFBN_tal_2_matrix_1,WFBN_tal_2_matrix_2,WFBN_tal_2_matrix_3,WFBN_advnet_5_matrix_1,WFBN_advnet_5_matrix_2,WFBN_advnet_5_matrix_3,Bhea_Orgres_1_matrix_1,Bhea_Orgres_1_matrix_2,Bhea_Orgres_1_matrix_3,Bhea_Orgres_1_matrix_4,Bhea_Orgres_1_matrix_5,Bhea_Opres_2_matrix_1,Bhea_Opres_2_matrix_2,Bhea_Opres_2_matrix_3,Bhea_Opres_5_matrix_1,Bhea_Opres_5_matrix_2,Bhea_Opres_5_matrix_3,Tech_rc_1_matrix_1,Tech_rc_1_matrix_2,Tech_rc_1_matrix_3,Tech_rc_2_matrix_1,Tech_rc_2_matrix_2,Adapt_main_1_matrix_1,Adapt_main_1_matrix_2,Adapt_main_1_matrix_3,Adapt_main_1_matrix_4,Mind_Creat_1_matrix_1,Mind_Creat_1_matrix_2,Mind_Creat_1_matrix_3,Mind_Trust_2_matrix_1,Mind_Trust_2_matrix_2,Mind_Trust_2_matrix_3,Mind_Hope_3_matrix_1,Mind_Hope_3_matrix_2,Mind_Hope_3_matrix_3,Mind_belon_4_matrix_1,Mind_belon_4_matrix_2,Mind_belon_4_matrix_3,Mind_belon_4_matrix_4,Mind_FO_5_matrix_1,Mind_FO_5_matrix_2,V2_Econ_Condition,Recoded_Sales
546,4.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,0.0,2.0
547,3.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,5.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,-1.0,0.0
548,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,-1.0,0.0
550,4.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,-1.0,3.0
551,4.0,4.0,3.0,3.0,2.0,5.0,2.0,5.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,-1.0,0.0
552,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,-2.0,-4.0
553,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,-1.0
554,4.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,5.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,-1.0,0.0
555,3.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,2.0,1.0,3.0,1.0,5.0,5.0,-1.0,3.0
556,2.0,2.0,5.0,5.0,3.0,5.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,5.0,5.0,2.0,3.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,1.0,2.0,2.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,-1.0,-4.0
557,4.0,4.0,3.0,3.0,3.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,-1.0,2.0
558,4.0,4.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,5.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,-2.0,-4.0
559,2.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,5.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,5.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,-2.0,-4.0
560,1.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,4.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,1.0,5.0,4.0,5.0,5.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,-1.0,-4.0
561,2.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,1.0,3.0,5.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,0.0,2.0
562,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,-1.0,4.0
564,4.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,5.0,5.0,3.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,-2.0,0.0
565,2.0,3.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,1.0,3.0,1.0,5.0,4.0,4.0,1.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,1.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,-2.0,-4.0
566,5.0,4.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,-2.0,-1.0
567,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,-1.0,1.0
568,3.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,-1.0,0.0
569,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,-1.0,-4.0
570,5.0,5.0,3.0,5.0,1.0,4.0,4.0,3.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0,4.0,3.0,4.0,5.0,5.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,-1.0,-3.0
571,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,1.0,5.0,5.0,5.0,2.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,5.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,1.0,4.0,2.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,4.0
572,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,-2.0,0.0
573,3.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,-1.0,-1.0
574,3.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,5.0,4.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,2.0
575,3.0,3.0,4.0,4.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,-1.0,2.0
576,3.0,1.0,3.0,1.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,5.0,2.0,5.0,4.0,2.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,-1.0,2.0
577,2.0,2.0,4.0,2.0,2.0,5.0,4.0,2.0,3.0,2.0,2.0,5.0,4.0,3.0,5.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,1.0,4.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,3.0,-2.0,-2.0
578,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,0.0,1.0
580,3.0,4.0,3.0,3.0,1.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,2.0,5.0,2.0,1.0,5.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,4.0,4.0,1.0,1.0,-2.0,0.0
582,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,-1.0,2.0
583,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,-1.0,0.0
584,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,3.0,1.0,5.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,-1.0,0.0
585,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,-4.0
588,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,0.0,4.0
591,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,5.0,1.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,1.0,1.0,1.0,5.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,-2.0,-3.0
592,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,-1.0,0.0
595,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,2.0,5.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,-2.0,-4.0
596,4.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,-1.0,-2.0
598,5.0,5.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,4.0,1.0,5.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,-2.0,-4.0
603,5.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,-1.0,-3.0
604,4.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,5.0,1.0,5.0,1.0,4.0,4.0,4.0,5.0,2.0,1.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,1.0,5.0,4.0,5.0,5.0,3.0,2.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,-1.0,0.0
605,2.0,5.0,3.0,3.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,-1.0,-1.0
606,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,-1.0,-2.0
607,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,-1.0,-1.0
608,4.0,4.0,4.0,4.0,1.0,2.0,3.0,4.0,5.0,1.0,5.0,1.0,5.0,2.0,4.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0,1.0,3.0,2.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,-2.0
609,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,5.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,0.0
610,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,1.0,0.0
612,4.0,3.0,5.0,4.0,1.0,5.0,4.0,5.0,5.0,1.0,3.0,2.0,5.0,3.0,4.0,2.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,-2.0,-4.0
613,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,-1.0,0.0
616,2.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,1.0,4.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,5.0,5.0,3.0,2.0,2.0,-2.0,-3.0
617,4.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,-2.0,2.0
618,1.0,3.0,5.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0
620,4.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,-1.0,4.0
621,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,-1.0,-2.0
622,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,-1.0,2.0
623,5.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,-2.0,-4.0
624,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,-1.0,-3.0
625,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0
626,4.0,2.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,5.0,4.0,3.0,3.0,5.0,1.0,5.0,1.0,5.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,1.0,4.0,3.0,3.0,5.0,3.0,3.0,-2.0,1.0
627,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,0.0
628,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,5.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,-2.0,-4.0
629,3.0,5.0,4.0,5.0,4.0,1.0,5.0,2.0,5.0,1.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,-1.0,4.0
630,4.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,5.0,5.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,5.0,1.0,4.0,4.0,-2.0,-3.0
632,5.0,5.0,4.0,4.0,1.0,3.0,3.0,1.0,5.0,1.0,5.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,4.0,2.0,3.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,5.0,5.0,-1.0,-2.0
634,2.0,2.0,3.0,4.0,1.0,3.0,5.0,3.0,5.0,1.0,5.0,1.0,3.0,4.0,5.0,3.0,1.0,2.0,5.0,5.0,3.0,1.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,-1.0,-4.0
635,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,-2.0,-2.0
636,4.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,2.0,3.0,5.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,1.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,0.0,-3.0
638,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,-1.0,1.0
639,4.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,1.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,-1.0,2.0
